metabolite,name,molecular_weight,C_number,N_number,hmdb,inchi,kegg.compound,pubchem.compound,reaction
amylopect900_m,"Amylopectin, 900 repeat units",145944.55528,5400,0,,,C00317,,EX_amylopect900_m
amylose300_m,"amylose (n=300 repeat units, alpha-1,4-glc)",48660.19528,1800,0,,,,,EX_amylose300_m
arabinan101_m,"Arabinan, polymer of 1,5-a-L-linked arabinofuranose units substituted by 1,3 or 1,2 linked branches, MW ~ 15000 Da (REF: www.meg... <Preview truncated at 128 characters>",13491.647579999999,509,0,,,C02474,,EX_arabinan101_m
arabinoxyl_m,"Arabinoxylan, 30 xyl_D, 18 arab_L, 3 gal, 3 glc_D",7332.36064,276,0,,,,,EX_arabinoxyl_m
bglc_m,beta-glucans,32428138.01528,1200000,0,,,,,EX_bglc_m
dextran40_m,"Dextran 40, 1,6-alpha-D-Glucan",12971.248000000001,480,0,,,C00372,,EX_dextran40_m
galmannan_m,"Carob galactomannan, Gal:Man ratio 22/78. 220 gal, 780 man assumed",162158.61528,6000,0,,,,,EX_galmannan_m
gam26s_m,"Glucosamine 2,6-sulfate",337.28164,6,1,,,,,EX_gam26s_m
glcmannan_m,"Konjac glucomannan, MW 77,500 (PMID:17962981), Man:Glc ~ 2:1. -> 286 man, 143 glc_D",69576.33267999999,2574,0,,,,,EX_glcmannan_m
glygn2_m,"glycogen, structure 2 (glycogenin-1,6-{7[1,4-Glc], 4[1,4-Glc]})",,66,0,,,,,EX_glygn2_m
glygn4_m,"glycogen, structure 4 (glycogenin-1,6-{2[1,4-Glc], [1,4-Glc]})",,18,0,,,,,EX_glygn4_m
glygn5_m,"glycogen, structure 5 (glycogenin-2[1,4-Glc])",,12,0,,,,,EX_glygn5_m
hspg_m,heparan sulfate proteoglycan,,79,5,,,,,EX_hspg_m
hspg_degr_1_m,"Product 1 HEPARL1_e, IdoA-GlcN2,6diS-GlcA-GlcN2,3,6triS",1085.83562,24,2,,,,,EX_hspg_degr_1_m
hspg_degr_10_m,"Product AS3TASE_HS2, GlcN2S-IdoA-GlcNAc-GlcA-Gal-Gal-Xyl-L-Ser (protein)",,43,2,,,,,EX_hspg_degr_10_m
hspg_degr_11_m,"Product GAM2STASE_HS3, GlcN-IdoA-GlcNAc-GlcA-Gal-Gal-Xyl-L-Ser (protein)",,43,2,,,,,EX_hspg_degr_11_m
hspg_degr_12_m,"Product GLCNACASE_HS2, GlcA-GlcNAc-IdoA-Gal-Gal-Xyl-L-Ser (protein)",,37,1,,,,,EX_hspg_degr_12_m
hspg_degr_13_m,"Product GLCAASE_HS, GlcNAc-IdoA-Gal-Gal-Xyl-L-Ser (protein)",,31,1,,,,,EX_hspg_degr_13_m
hspg_degr_14_m,"Product GLCNACASE_HS3, IdoA-Gal-Gal-Xyl-L-Ser (protein)",,23,0,,,,,EX_hspg_degr_14_m
hspg_degr_15_m,"Product IDOURASE_HS3, Gal-Gal-Xyl-L-Ser (protein)",,17,0,,,,,EX_hspg_degr_15_m
hspg_degr_2_m,"Product 2 HEPARL1_e, IdoA2S-GlcN2,6diS-IdoA2S-GlcNAc3S-GlcA-Gal-Gal-Xyl-L-Ser (protein)",,49,2,,,,,EX_hspg_degr_2_m
hspg_degr_3_m,"Product IDOURASE_HS1, GlcN2,6diS-GlcA-GlcN2,3,6triS",910.71944,18,2,,,,,EX_hspg_degr_3_m
hspg_degr_4_m,"Product AS6TASE_HS1, GlcN2S-GlcA-GlcN2,3diS",752.60892,18,2,,,,,EX_hspg_degr_4_m
hspg_degr_5_m,"Product AS3TASE_HS1, GlcN2S-GlcA-GlcN2S",673.5536599999999,18,2,,,,,EX_hspg_degr_5_m
hspg_degr_6_m,"Product GAM2STASE_HS2, GlcN-GlcA-GlcN",515.44314,18,2,,,,,EX_hspg_degr_6_m
hspg_degr_7_m,"Product IS2TASE_HS1, IdoA-GlcN2,6diS-IdoA-GlcNAc3S-GlcA-Gal-Gal-Xyl-L-Ser (protein)",,49,2,,,,,EX_hspg_degr_7_m
hspg_degr_8_m,"Product IDOURASE_HS2, GlcN2,6diS-IdoA-GlcNAc3S-GlcA-Gal-Gal-Xyl-L-Ser (protein)",,43,2,,,,,EX_hspg_degr_8_m
hspg_degr_9_m,"Product AS6TASE_HS2, GlcN2S-IdoA-GlcNAc3S-GlcA-Gal-Gal-Xyl-L-Ser (protein)",,43,2,,,,,EX_hspg_degr_9_m
hspg_rest_m,"Undegradable product GALASE_HS, Xyl-L-Ser (protein)",,5,0,,,,,EX_hspg_rest_m
isobut_m,"Isobutyrate, 2-Methylpropanoate",87.09718,4,0,,,C02632,,EX_isobut_m
levan1000_m,"Levan, 1000 fructose units",162158.61528,6000,0,,,,,EX_levan1000_m
levanb_m,Levanbiose,342.29648000000003,12,0,,,,,EX_levanb_m
levanttr_m,Levantriose,504.43708,18,0,,,,,EX_levanttr_m
levantttr_m,Levantetraose,666.57768,24,0,,,,,EX_levantttr_m
lichn_m,"Lichenin from Icelandic moss, 170 glucose residues. DOI: 10.1039/JR9570001951",27581.91728,1020,0,,,C00478,,EX_lichn_m
lmn2_m,Laminaribiose,342.29648000000003,12,0,,,,,EX_lmn2_m
lmn30_m,"laminarin (n=30 repeat units, beta -1,3 glc)",4882.23328,180,0,,,,,EX_lmn30_m
pullulan1200_m,"pullulan (n=1200 repeat units, alpha-1,4 and alph-1,6 bounds)",194586.73528,7200,0,,,,,EX_pullulan1200_m
xyluglc_m,"Xyluglucan, PMID:16663672, Fry SC 1989. 600 glc_D, 360 xyl_D, 108 gal, 60 fuc_L, 6 arab_L",171935.983,6438,0,,,,,EX_xyluglc_m
2dmmq8_m,2-Demethylmenaquinone 8,703.0896,50,0,,,,,EX_2dmmq8_m
chor_m,chorismate,224.16692,10,0,,,,,EX_chor_m
glyclt_m,glycolate,75.04342,2,0,HMDB00115,"InChI=1S/C2H4O3/c3-1-2(4)5/h3H,1H2,(H,4,5)/p-1",C00160,757,EX_glyclt_m
ncam_m,Nicotinamide,122.12464,6,2,HMDB01406,,C00153,936,EX_ncam_m
cit_m,Citrate,189.0997,6,0,HMDB00094,"InChI=1S/C6H8O7/c7-3(8)1-6(13,5(11)12)2-4(9)10/h13H,1-2H2,(H,7,8)(H,9,10)(H,11,12)/p-3",C00158,311,EX_cit_m
3dhcdchol_m,3-Dehydrochenodeoxycholate,389.54818,24,0,,,,,EX_3dhcdchol_m
3dhchol_m,3-Dehydrocholate,405.54758,24,0,,,,,EX_3dhchol_m
4hpro_LT_m,trans-4-hydroxy-L-proline,131.12986,5,1,HMDB00725,"InChI=1S/C5H9NO3/c7-3-1-4(5(8)9)6-2-3/h3-4,6-7H,1-2H2,(H,8,9)/t3-,4+/m1/s1",C01157,5810,EX_4hpro_LT_m
drib_m,2-deoxy-D-ribose,134.13049999999998,5,0,HMDB03224,"InChI=1S/C5H10O4/c6-2-1-4(8)5(9)3-7/h2,4-5,7-9H,1,3H2/t4-,5+/m0/s1",C01801,22833604,EX_drib_m
icdchol_m,Isochenodeoxycholate,391.56406,24,0,,,C17660,,EX_icdchol_m
isochol_m,Isocholate,407.56346,24,0,,,,,EX_isochol_m
mal_L_m,(S)-malate(2-),132.07156,4,0,HMDB00156,"InChI=1S/C4H6O5/c5-2(4(8)9)1-3(6)7/h2,5H,1H2,(H,6,7)(H,8,9)/p-2/t2-/m0/s1",C00149,222656,EX_mal_L_m
pac_m,phenylacetate,135.13998,8,0,HMDB00209,"InChI=1S/C8H8O2/c9-8(10)6-7-4-2-1-3-5-7/h1-5H,6H2,(H,9,10)/p-1",C07086,999,EX_pac_m
xylan_m,"Oat spelt xylan, MW 79200 (DOI: 10.1002/masy.200551405) = 528 xyl_D",69774.53464,2640,0,,,,,EX_xylan_m
4abz_m,4-Aminobenzoate,136.12804,7,1,,,,,EX_4abz_m
7dhcdchol_m,7-Dehydrochenodeoxycholate,389.54818,24,0,,,,,EX_7dhcdchol_m
7ocholate_m,"3alpha,12alpha-Dihydroxy-7-oxo-5beta-cholanate",405.54758,24,0,,,C04643,,EX_7ocholate_m
arab_D_m,D-Arabinose,150.1299,5,0,,,,,EX_arab_D_m
tsul_m,thiosulfate(2-),112.12819999999999,0,0,HMDB00257,"InChI=1S/H2O3S2/c1-5(2,3)4/h(H2,1,2,3,4)/p-2",C05529,1084,EX_tsul_m
n2_m,Nitrogen,28.0134,0,2,,,,,EX_n2_m
2omfuc_m,2-o-methylfucose (rare sugar in rhamnogalacturonan II),178.18306,7,0,,,,444792,EX_2omfuc_m
2omxyl_m,2-O-methylxylose (rare sugar in rhamnogalacturonan II),164.15648,6,0,,,,,EX_2omxyl_m
3ddlhept_m,3-deoxy-d-lyxo-heptulosaric acid (rare sugar in rhamnogalacturonan II),221.14156,7,0,,,,3082831,EX_3ddlhept_m
acerA_m,Aceric acid (3-C-carboxy-5-deoxy-l-xylose) (rare sugar in rhamnogalacturonan II),177.13206,6,0,,,,,EX_acerA_m
apio_D_m,D-Apiose (rare sugar in rhamnogalacturonan II),150.1299,5,0,,,C01488,,EX_apio_D_m
kdo_m,3-Deoxy-D-manno-2-octulosonate,237.18402,8,0,,,,,EX_kdo_m
mannan_m,"Alpha-mannan, yeast, has a MW of about 25000 (PMID: 5461381), equals ~ 140 mannose units. ID according to iMM904",22717.69928,840,0,,,,,EX_mannan_m
rhamnogalurII_m,"Wine rhamnogalacturonan II, MW ~ 5-10 kDa, 37% galur, 16% rmn, 3% fuc-L, 11% arab-L, 6% gal, 5% glcur, 4% 2omfuc, 3% 2omxyl, 6% ... <Preview truncated at 128 characters>",8623.7614,317,0,,,,,EX_rhamnogalurII_m
agal1b6agal_m,"Beta-1,6-N,N-diacetylgalactosamine",424.40032,16,2,,,,,EX_agal1b6agal_m
dttp_m,dTTP,478.136503,10,2,HMDB01342,,C00459,64968,EX_dttp_m
2hyoxplac_m,2-Hydroxyphenylacetate,151.13938,8,0,HMDB00669,"InChI=1/C8H8O3/c9-7-4-2-1-3-6(7)5-8(10)11/h1-4,9H,5H2,(H,10,11)",C05852,11970,EX_2hyoxplac_m
acmana_m,N-acetyl-D-mannosamine,221.2078,8,1,HMDB01129,"InChI=1S/C8H15NO6/c1-4(12)9-5(2-10)7(14)8(15)6(13)3-11/h2,5-8,11,13-15H,3H2,1H3,(H,9,12)/t5-,6-,7-,8-/m0/s1",C00645,439281,EX_acmana_m
glcn_m,D-gluconate,195.14734,6,0,HMDB00625,"InChI=1S/C6H12O7/c7-1-2(8)3(9)4(10)5(11)6(12)13/h2-5,7-11H,1H2,(H,12,13)/p-1/t2-,3-,4+,5-/m1/s1",C00257,10690,EX_glcn_m
ala_D_m,D-alanine,89.09318,3,1,HMDB01310,"InChI=1S/C3H7NO2/c1-2(4)3(5)6/h2H,4H2,1H3,(H,5,6)/t2-/m1/s1",C00133,71080,EX_ala_D_m
phenol_m,Phenol,94.11124,6,0,,,,,EX_phenol_m
akg_m,2-Oxoglutarate,144.08226,5,0,HMDB00208,"InChI=1S/C5H6O5/c6-3(5(9)10)1-2-4(7)8/h1-2H2,(H,7,8)(H,9,10)/p-2",C00026,51,EX_akg_m
lanost_m,lanosterol,426.71740000000005,30,0,HMDB01251,,C01724,246983,EX_lanost_m
inost_m,myo-inositol,180.15588,6,0,HMDB00211,"InChI=1S/C6H12O6/c7-1-2(8)4(10)6(12)5(11)3(1)9/h1-12H/t1-,2-,3-,4+,5-,6-",C00137,892,EX_inost_m
ser_D_m,D-serine,105.09258,3,1,HMDB03406,"InChI=1S/C3H7NO3/c4-2(1-5)3(6)7/h2,5H,1,4H2,(H,6,7)/t2-/m1/s1",C00740,71077,EX_ser_D_m
chol_m,Choline,104.17076,5,1,HMDB00097,"InChI=1S/C5H14NO/c1-6(2,3)4-5-7/h7H,4-5H2,1-3H3/q+1",C00114,305,EX_chol_m
nmn_m,NMN,333.211221,11,2,HMDB00229,,C00455,14180,EX_nmn_m
no_m,Nitric oxide,30.0061,0,1,HMDB03378,InChI=1S/NO/c1-2,C00533,145068,EX_no_m
ni2_m,nickel,58.6934,0,0,,,,,EX_ni2_m
2ddglcn_m,2-Dehydro-3-deoxy-D-gluconate,177.13206,6,0,,,,,EX_2ddglcn_m
etha_m,etha[c],62.09102,2,1,HMDB00149,"InChI=1S/C2H7NO/c3-1-2-4/h4H,1-3H2/p+1",C00189,700,EX_etha_m
pppn_m,Phenylpropanoate,149.16656,9,0,,,,,EX_pppn_m
pime_m,Pimelate,158.1519,7,0,,,,,EX_pime_m
HC00319_m,Malonate,102.04558,3,0,HMDB00691,"InChI=1S/C3H4O4/c4-2(5)1-3(6)7/h1H2,(H,4,5)(H,6,7)",C00383,867,EX_HC00319_m
34dhpha_m,"(3,4-dihydroxyphenyl)acetate",167.13878,8,0,HMDB01336,"InChI=1S/C8H8O4/c9-6-2-1-5(3-7(6)10)4-8(11)12/h1-3,9-10H,4H2,(H,11,12)/p-1",C01161,,EX_34dhpha_m
3hphac_m,3-Hydroxyphenylacetate,151.13938,8,0,,,,,EX_3hphac_m
tma_m,trimethylamine,60.1182,3,1,,,,,EX_tma_m
tmao_m,Trimethylamine N-oxide,75.10966,3,1,,,,,EX_tmao_m
bhb_m,(R)-3-hydroxybutyrate,103.09658,4,0,HMDB00011,"InChI=1S/C4H8O3/c1-3(5)2-4(6)7/h3,5H,2H2,1H3,(H,6,7)/p-1/t3-/m1/s1",C01089,,EX_bhb_m
chols_m,Choline sulfate,183.22602,5,1,,,,,EX_chols_m
crn_m,L-Carnitine,161.1989,7,1,HMDB00062,"InChI=1S/C7H15NO3/c1-8(2,3)5-6(9)4-7(10)11/h6,9H,4-5H2,1-3H3/t6-/m1/s1",C15025,10917,EX_crn_m
oxa_m,oxalate(2-),88.019,2,0,HMDB02329,"InChI=1S/C2H2O4/c3-1(4)2(5)6/h(H,3,4)(H,5,6)/p-2",C00209,971,EX_oxa_m
hom_L_m,L-homoserine,119.11916,4,1,HMDB00719,"InChI=1S/C4H9NO3/c5-3(1-2-6)4(7)8/h3,6H,1-2,5H2,(H,7,8)/t3-/m0/s1",C00263,12647,EX_hom_L_m
34dhphe_m,L-dopa,197.18794,9,1,HMDB00181,"InChI=1S/C9H11NO4/c10-6(9(13)14)3-5-1-2-7(11)8(12)4-5/h1-2,4,6,11-12H,3,10H2,(H,13,14)/t6-/m0/s1",C00355,,EX_34dhphe_m
5htrp_m,5-hydroxy-L-tryptophan,220.22458,11,2,HMDB00472,"InChI=1S/C11H12N2O3/c12-9(11(15)16)3-6-5-13-10-2-1-7(14)4-8(6)10/h1-2,4-5,9,13-14H,3,12H2,(H,15,16)/t9-/m0/s1",C01017,439280,EX_5htrp_m
actn_R_m,(R)-Acetoin,88.10512,4,0,,,,,EX_actn_R_m
diact_m,Diacetyl,86.08924,4,0,,,,,EX_diact_m
dopa_m,dopaminium(1+),154.18637999999999,8,1,HMDB00073,"InChI=1S/C8H11NO2/c9-4-3-6-1-2-7(10)8(11)5-6/h1-2,5,10-11H,3-4,9H2/p+1",C03758,681,EX_dopa_m
hista_m,histamium,112.15299999999999,5,3,HMDB00870,"InChI=1S/C5H9N3/c6-2-1-5-3-7-4-8-5/h3-4H,1-2,6H2,(H,7,8)/p+1",C00388,774,EX_hista_m
srtn_m,serotonin(1+),177.22302,10,2,HMDB00259,"InChI=1S/C10H12N2O/c11-4-3-7-6-12-10-2-1-8(13)5-9(7)10/h1-2,5-6,12-13H,3-4,11H2/p+1",C00780,5202,EX_srtn_m
trypta_m,tryptaminium,161.22362,10,2,HMDB00303,"InChI=1S/C10H12N2/c11-6-5-8-7-12-10-4-2-1-3-9(8)10/h1-4,7,12H,5-6,11H2/p+1",C00398,1150,EX_trypta_m
5mthf_m,5-Methyltetrahydrofolate,458.44786,20,7,HMDB01396,,C00440,439234,EX_5mthf_m
dpcoa_m,Dephospho-CoA,685.538342,21,7,HMDB01373,,C00882,444485,EX_dpcoa_m
thf_m,"5,6,7,8-Tetrahydrofolate",443.41334,19,7,HMDB01846,,C00101,91443,EX_thf_m
acac_m,acetoacetate,101.0807,4,0,HMDB00060,"InChI=1S/C4H6O3/c1-3(5)2-4(6)7/h2H2,1H3,(H,6,7)/p-1",C00164,96,EX_acac_m
HC02194_m,Ursodiol,391.56406,24,0,HMDB00946,,C07880,,EX_HC02194_m
uchol_m,Ursocholate,407.56346,24,0,HMDB00917,,C17644,,EX_uchol_m
HC02191_m,lithocholate,375.56466,24,0,HMDB00761,,C03990,9903,EX_HC02191_m
adchac_m,Allodeoxycholic acid,391.56406,24,0,,,C17687,,EX_adchac_m
alchac_m,Allolithocholic acid,375.56466,24,0,,,,,EX_alchac_m
dchac_m,deoxycholic acid,391.56406,24,0,HMDB00626,,C04483,222528,EX_dchac_m
dms_m,Dimethyl sulfide,62.13404,2,0,,,,,EX_dms_m
dmso_m,Dimethyl sulfoxide,78.13344,2,0,,,,,EX_dmso_m
tet_m,Tetrathionate,224.25639999999999,0,0,,,,,EX_tet_m
so3_m,Sulfite,80.0632,0,0,HMDB00240,"InChI=1S/H2O3S/c1-4(2)3/h(H2,1,2,3)/p-2",C00094,1100,EX_so3_m
ch4s_m,Methanethiol,48.107459999999996,1,0,HMDB03227,"InChI=1S/CH4S/c1-2/h2H,1H3",C00409,878,EX_ch4s_m
mobd_m,Molybdate,159.9376,0,0,,,,,EX_mobd_m
phpyr_m,keto-phenylpyruvate,163.15008,9,0,HMDB00205,"InChI=1S/C9H8O3/c10-8(9(11)12)6-7-4-2-1-3-5-7/h1-5H,6H2,(H,11,12)/p-1",C00166,997,EX_phpyr_m
n2o[e],Nitrous oxide,44.0128,0,2,,,,,EX_n2o(e)
Cit_Mg[e],Citrate-Mg,213.4047,6,0,,,,,EX_Cit_Mg(e)
n2o_m,Nitrous oxide,44.0128,0,2,,,,,EX_n2o_m
Cit_Mg_m,Citrate-Mg,213.4047,6,0,,,,,EX_Cit_Mg_m
xtsn[e],xanthosine,284.22548,10,4,HMDB00299,,C01762,64959,EX_xtsn(e)
xtsn_m,xanthosine,284.22548,10,4,HMDB00299,,C01762,64959,EX_xtsn_m
4hoxpacd[e],(4-hydroxyphenyl)acetaldehyde,136.14792,8,0,HMDB03767,"InChI=1S/C8H8O2/c9-6-5-7-1-3-8(10)4-2-7/h1-4,6,10H,5H2",C03765,440113,EX_4hoxpacd(e)
4hphac[e],4-hydroxyphenylacetate,151.13938,8,0,HMDB00020,"InChI=1S/C8H8O3/c9-7-3-1-6(2-4-7)5-8(10)11/h1-4,9H,5H2,(H,10,11)/p-1",C00642,127,EX_4hphac(e)
Lkynr[e],L-kynurenine,208.21388,10,2,HMDB00684,"InChI=1S/C10H12N2O3/c11-7-4-2-1-3-6(7)9(13)5-8(12)10(14)15/h1-4,8H,5,11-12H2,(H,14,15)/t8-/m0/s1",C00328,161166,EX_Lkynr[e]
cynt[e],Cyanate,42.0168,1,1,HMDB02078,InChI=1S/CHNO/c2-1-3/h3H/p-1,C01417,540,EX_cynt(e)
galct_D[e],D-Galactarate,208.12292,6,0,,,,,EX_galct_D(e)
galctn_D[e],D-Galactonate,195.14734,6,0,,,,,EX_galctn_D(e)
glcr[e],D-glucarate(2-),208.12292,6,0,HMDB00663,"InChI=1S/C6H10O8/c7-1(3(9)5(11)12)2(8)4(10)6(13)14/h1-4,7-10H,(H,11,12)(H,13,14)/p-2/t1-,2-,3-,4+/m0/s1",C00818,33037,EX_glcr(e)
dhcinnm[e],"2,3-dihydroxicinnamic acid",179.14948,9,0,,,,,EX_dhcinnm(e)
dhpppn[e],"3-(2,3-Dihydroxyphenyl)propanoate",181.16536,9,0,,,,,EX_dhpppn(e)
4hoxpacd_m,(4-hydroxyphenyl)acetaldehyde,136.14792,8,0,HMDB03767,"InChI=1S/C8H8O2/c9-6-5-7-1-3-8(10)4-2-7/h1-4,6,10H,5H2",C03765,440113,EX_4hoxpacd_m
4hphac_m,4-hydroxyphenylacetate,151.13938,8,0,HMDB00020,"InChI=1S/C8H8O3/c9-7-3-1-6(2-4-7)5-8(10)11/h1-4,9H,5H2,(H,10,11)/p-1",C00642,127,EX_4hphac_m
Lkynr_m,L-kynurenine,208.21388,10,2,HMDB00684,"InChI=1S/C10H12N2O3/c11-7-4-2-1-3-6(7)9(13)5-8(12)10(14)15/h1-4,8H,5,11-12H2,(H,14,15)/t8-/m0/s1",C00328,161166,EX_Lkynr_m
cynt_m,Cyanate,42.0168,1,1,HMDB02078,InChI=1S/CHNO/c2-1-3/h3H/p-1,C01417,540,EX_cynt_m
galct_D_m,D-Galactarate,208.12292,6,0,,,,,EX_galct_D_m
galctn_D_m,D-Galactonate,195.14734,6,0,,,,,EX_galctn_D_m
glcr_m,D-glucarate(2-),208.12292,6,0,HMDB00663,"InChI=1S/C6H10O8/c7-1(3(9)5(11)12)2(8)4(10)6(13)14/h1-4,7-10H,(H,11,12)(H,13,14)/p-2/t1-,2-,3-,4+/m0/s1",C00818,33037,EX_glcr_m
dhcinnm_m,"2,3-dihydroxicinnamic acid",179.14948,9,0,,,,,EX_dhcinnm_m
dhpppn_m,"3-(2,3-Dihydroxyphenyl)propanoate",181.16536,9,0,,,,,EX_dhpppn_m
glutar[e],Glutarate,130.09874,5,0,HMDB00661,"InChI=1S/C5H8O4/c6-4(7)2-1-3-5(8)9/h1-3H2,(H,6,7)(H,8,9)",C00489,3772,EX_glutar(e)
h2o2[e],Hydrogen peroxide,34.01468,0,0,HMDB03125,InChI=1S/H2O2/c1-2/h1-2H,C00027,784,EX_h2o2(e)
glutar_m,Glutarate,130.09874,5,0,HMDB00661,"InChI=1S/C5H8O4/c6-4(7)2-1-3-5(8)9/h1-3H2,(H,6,7)(H,8,9)",C00489,3772,EX_glutar_m
h2o2_m,Hydrogen peroxide,34.01468,0,0,HMDB03125,InChI=1S/H2O2/c1-2/h1-2H,C00027,784,EX_h2o2_m
oaa[e],Oxaloacetate,130.05568,4,0,HMDB00223,"InChI=1S/C4H4O5/c5-2(4(8)9)1-3(6)7/h1H2,(H,6,7)(H,8,9)/p-2",C00036,970,EX_oaa(e)
13ppd[e],"Propane-1,3-diol",76.09442,3,0,,"InChI=1S/C3H8O2/c4-2-1-3-5/h4-5H,1-3H2",C02457,5477,EX_13ppd(e)
ispre[e],Isoprene,68.11702,5,0,,,,,EX_isoprene(e)
oaa_m,Oxaloacetate,130.05568,4,0,HMDB00223,"InChI=1S/C4H4O5/c5-2(4(8)9)1-3(6)7/h1H2,(H,6,7)(H,8,9)/p-2",C00036,970,EX_oaa_m
13ppd_m,"Propane-1,3-diol",76.09442,3,0,,"InChI=1S/C3H8O2/c4-2-1-3-5/h4-5H,1-3H2",C02457,5477,EX_13ppd_m
ispre_m,Isoprene,68.11702,5,0,,,,,EX_ispre_m
gtp[e],GTP,519.148663,10,5,HMDB01273,,C00044,6830,EX_gtp(e)
nadp[e],Nicotinamide adenine dinucleotide phosphate,740.381183,21,7,HMDB00217,,C00006,5886,EX_nadp(e)
gtp_m,GTP,519.148663,10,5,HMDB01273,,C00044,6830,EX_gtp_m
nadp_m,Nicotinamide adenine dinucleotide phosphate,740.381183,21,7,HMDB00217,,C00006,5886,EX_nadp_m
3hcinnm[e],3-hydroxycinnamic acid,163.15008,9,0,,,,,EX_3hcinnm(e)
3hpppn[e],3-(3-hydroxy-phenyl)propionate,165.16595999999998,9,0,,,,,EX_3hpppn(e)
fuc1p_L[e],L-Fucose 1-phosphate,242.120501,6,0,HMDB01265,,C02985,439871,EX_fuc1p_L(e)
g6p[e],D-Glucose 6-phosphate,258.11990099999997,6,0,HMDB01401,,C00092,5958,EX_g6p(e)
man6p[e],D-Mannose 6-phosphate,258.11990099999997,6,0,HMDB01078,,C00275,65127,EX_man6p(e)
3hcinnm_m,3-hydroxycinnamic acid,163.15008,9,0,,,,,EX_3hcinnm_m
3hpppn_m,3-(3-hydroxy-phenyl)propionate,165.16595999999998,9,0,,,,,EX_3hpppn_m
fuc1p_L_m,L-Fucose 1-phosphate,242.120501,6,0,HMDB01265,,C02985,439871,EX_fuc1p_L_m
g6p_m,D-Glucose 6-phosphate,258.11990099999997,6,0,HMDB01401,,C00092,5958,EX_g6p_m
man6p_m,D-Mannose 6-phosphate,258.11990099999997,6,0,HMDB01078,,C00275,65127,EX_man6p_m
15dap[e],"1,5-Diaminopentane",104.19394,5,2,,,,,EX_15dap(e)
btoh[e],butanol,74.1216,4,0,,,C06142,,EX_btoh(e)
15dap_m,"1,5-Diaminopentane",104.19394,5,2,,,,,EX_15dap_m
btoh_m,butanol,74.1216,4,0,,,C06142,,EX_btoh_m
ph2s[e],Polysulfide,66.14587999999999,0,0,,,,,EX_ph2s(e)
ph2s_m,Polysulfide,66.14587999999999,0,0,,,,,EX_ph2s_m
starch1200[e],"starch n=1200 repeat units (300 repeat units amylose, 900 repeat units amylopectin, corresponds to potatoe starch)",194586.73528,7200,0,,,,,EX_starch1200(e)
starch1200_m,"starch n=1200 repeat units (300 repeat units amylose, 900 repeat units amylopectin, corresponds to potatoe starch)",194586.73528,7200,0,,,,,EX_starch1200_m
icit[e],Isocitrate,189.0997,6,0,HMDB00193,"InChI=1S/C6H8O7/c7-3(8)1-2(5(10)11)4(9)6(12)13/h2,4,9H,1H2,(H,7,8)(H,10,11)(H,12,13)/p-3",C00311,1198,EX_icit[e]
sbt_L[e],L-Sorbitol (iMM904),182.17176,6,0,,,C01722,,EX_sbt_L(e)
5mta[e],5-Methylthioadenosine,297.3335,11,5,HMDB01173,,C00170,439176,EX_5mta(e)
btd_RR[e],R_R__2_3_Butanediol,90.121,4,0,,,,,EX_btd_RR(e)
lyx_L[e],L-Lyxose,150.1299,5,0,,,,,EX_lyx_L(e)
icit_m,Isocitrate,189.0997,6,0,HMDB00193,"InChI=1S/C6H8O7/c7-3(8)1-2(5(10)11)4(9)6(12)13/h2,4,9H,1H2,(H,7,8)(H,10,11)(H,12,13)/p-3",C00311,1198,EX_icit_m
sbt_L_m,L-Sorbitol (iMM904),182.17176,6,0,,,C01722,,EX_sbt_L_m
5mta_m,5-Methylthioadenosine,297.3335,11,5,HMDB01173,,C00170,439176,EX_5mta_m
btd_RR_m,R_R__2_3_Butanediol,90.121,4,0,,,,,EX_btd_RR_m
lyx_L_m,L-Lyxose,150.1299,5,0,,,,,EX_lyx_L_m
